code,treatment,strength,route
67877-390-90,Nebivolol,20 mg/1,ORAL
67877-391-01,Nebivolol,10 mg/1,ORAL
67877-391-30,Nebivolol,10 mg/1,ORAL
67877-391-90,Nebivolol,10 mg/1,ORAL
67877-392-01,Nebivolol,5 mg/1,ORAL
67877-392-30,Nebivolol,5 mg/1,ORAL
67877-392-90,Nebivolol,5 mg/1,ORAL
67877-393-01,Nebivolol,2.5 mg/1,ORAL
67877-393-30,Nebivolol,2.5 mg/1,ORAL
67877-393-90,Nebivolol,2.5 mg/1,ORAL
62559-275-30,Nebivolol,2.5 mg/1,ORAL
62559-275-83,Nebivolol,2.5 mg/1,ORAL
62559-276-30,Nebivolol,5 mg/1,ORAL
62559-276-71,Nebivolol,5 mg/1,ORAL
62559-276-90,Nebivolol,5 mg/1,ORAL
62559-277-05,Nebivolol,10 mg/1,ORAL
62559-277-30,Nebivolol,10 mg/1,ORAL
62559-277-90,Nebivolol,10 mg/1,ORAL
62559-278-30,Nebivolol,20 mg/1,ORAL
62559-278-90,Nebivolol,20 mg/1,ORAL
31722-585-01,Nebivolol,2.5 mg/1,ORAL
31722-585-30,Nebivolol,2.5 mg/1,ORAL
31722-585-32,Nebivolol,2.5 mg/1,ORAL
31722-585-34,Nebivolol,2.5 mg/1,ORAL
31722-586-01,Nebivolol,5 mg/1,ORAL
31722-586-30,Nebivolol,5 mg/1,ORAL
31722-586-32,Nebivolol,5 mg/1,ORAL
31722-586-34,Nebivolol,5 mg/1,ORAL
31722-586-90,Nebivolol,5 mg/1,ORAL
31722-587-01,Nebivolol,10 mg/1,ORAL
31722-587-30,Nebivolol,10 mg/1,ORAL
31722-587-32,Nebivolol,10 mg/1,ORAL
31722-587-34,Nebivolol,10 mg/1,ORAL
31722-587-90,Nebivolol,10 mg/1,ORAL
31722-588-01,Nebivolol,20 mg/1,ORAL
31722-588-30,Nebivolol,20 mg/1,ORAL
31722-588-32,Nebivolol,20 mg/1,ORAL
31722-588-34,Nebivolol,20 mg/1,ORAL
31722-588-90,Nebivolol,20 mg/1,ORAL
51407-483-30,Nebivolol,2.5 mg/1,ORAL
51407-484-30,Nebivolol,5 mg/1,ORAL
51407-484-90,Nebivolol,5 mg/1,ORAL
51407-485-30,Nebivolol,10 mg/1,ORAL
51407-485-90,Nebivolol,10 mg/1,ORAL
50090-5775-0,Nebivolol,20 mg/1,ORAL
50090-5775-1,Nebivolol,20 mg/1,ORAL
50090-5775-2,Nebivolol,20 mg/1,ORAL
29300-375-05,Nebivolol,2.5 mg/1,ORAL
29300-375-13,Nebivolol,2.5 mg/1,ORAL
29300-375-19,Nebivolol,2.5 mg/1,ORAL
29300-376-05,Nebivolol,5 mg/1,ORAL
29300-376-13,Nebivolol,5 mg/1,ORAL
29300-376-19,Nebivolol,5 mg/1,ORAL
29300-377-05,Nebivolol,10 mg/1,ORAL
29300-377-13,Nebivolol,10 mg/1,ORAL
29300-377-19,Nebivolol,10 mg/1,ORAL
29300-378-05,Nebivolol,20 mg/1,ORAL
29300-378-13,Nebivolol,20 mg/1,ORAL
29300-378-19,Nebivolol,20 mg/1,ORAL
0378-0052-01,Pindolol,5 mg/1,ORAL
0378-0127-01,Pindolol,10 mg/1,ORAL
70710-1063-1,Pindolol,5 mg/1,ORAL
70710-1064-1,Pindolol,10 mg/1,ORAL
62559-561-01,Pindolol,10 mg/1,ORAL
72789-099-01,Pindolol,10 mg/1,ORAL
72789-100-01,Pindolol,5 mg/1,ORAL
70771-1134-1,Pindolol,5 mg/1,ORAL
70771-1135-1,Pindolol,10 mg/1,ORAL
57664-656-88,Pindolol,10 mg/1,ORAL
76385-131-01,Pindolol,5 mg/1,ORAL
76385-132-01,Pindolol,10 mg/1,ORAL
62559-560-01,Pindolol,5 mg/1,ORAL
29033-028-01,Pindolol,5 mg/1,ORAL
29033-029-01,Pindolol,10 mg/1,ORAL
57664-655-88,Pindolol,5 mg/1,ORAL
64370-375-50,Propanolol,4.28 mg/mL,ORAL
64370-375-01,Propanolol,4.28 mg/mL,ORAL
62559-522-01,Propanolol,120 mg/1,ORAL
62559-523-01,Propanolol,160 mg/1,ORAL
62559-521-01,Propanolol,80 mg/1,ORAL
62559-520-01,Propanolol,60 mg/1,ORAL
62559-600-30,Propanolol,80 mg/1,ORAL
62559-601-77,Propanolol,120 mg/1,ORAL
62559-601-30,Propanolol,120 mg/1,ORAL
62559-600-77,Propanolol,80 mg/1,ORAL
62559-600-14,Propanolol,80 mg/1,ORAL
62559-601-14,Propanolol,120 mg/1,ORAL
62559-590-77,Propanolol,80 mg/1,ORAL
62559-590-30,Propanolol,80 mg/1,ORAL
62559-591-30,Propanolol,120 mg/1,ORAL
62559-590-14,Propanolol,80 mg/1,ORAL
62559-591-14,Propanolol,120 mg/1,ORAL
62559-591-77,Propanolol,120 mg/1,ORAL
71872-7195-1,Propanolol,1 mg/mL,INTRAVENOUS
63323-604-01,Propanolol,1 mg/mL,INTRAVENOUS
61919-794-30,Propanolol,60 mg/1,ORAL
61919-488-30,Propanolol,60 mg/1,ORAL
68382-163-05,Propanolol,120 mg/1,ORAL
0115-1659-01,Propanolol,10 mg/1,ORAL
0115-1659-03,Propanolol,10 mg/1,ORAL
0115-1660-01,Propanolol,20 mg/1,ORAL
0115-1660-03,Propanolol,20 mg/1,ORAL
0115-1661-01,Propanolol,40 mg/1,ORAL
0115-1661-03,Propanolol,40 mg/1,ORAL
0115-1662-01,Propanolol,80 mg/1,ORAL
0115-1662-02,Propanolol,80 mg/1,ORAL
0115-1693-01,Propanolol,60 mg/1,ORAL
55289-233-12,Propanolol,20 mg/1,ORAL
70518-0022-0,Propanolol,10 mg/1,ORAL
71335-1712-1,Propanolol,20 mg/1,ORAL
71335-1712-2,Propanolol,20 mg/1,ORAL
71335-1712-3,Propanolol,20 mg/1,ORAL
71335-1712-4,Propanolol,20 mg/1,ORAL
71335-1712-5,Propanolol,20 mg/1,ORAL
71335-1712-6,Propanolol,20 mg/1,ORAL
71335-1712-7,Propanolol,20 mg/1,ORAL
42291-522-01,Propanolol,60 mg/1,ORAL
42291-524-01,Propanolol,120 mg/1,ORAL
68382-161-77,Propanolol,60 mg/1,ORAL
68382-162-05,Propanolol,80 mg/1,ORAL
71335-1765-1,Propanolol,60 mg/1,ORAL
71335-1765-2,Propanolol,60 mg/1,ORAL
71335-1765-3,Propanolol,60 mg/1,ORAL
71335-1765-4,Propanolol,60 mg/1,ORAL
65841-747-10,Propanolol,120 mg/1,ORAL
0527-4116-37,Propanolol,60 mg/1,ORAL
0527-4116-41,Propanolol,60 mg/1,ORAL
0527-4117-37,Propanolol,80 mg/1,ORAL
0527-4117-41,Propanolol,80 mg/1,ORAL
0527-4118-37,Propanolol,120 mg/1,ORAL
0527-4119-37,Propanolol,160 mg/1,ORAL
0527-4119-41,Propanolol,160 mg/1,ORAL
63629-2069-1,Propanolol,120 mg/1,ORAL
63629-2070-1,Propanolol,160 mg/1,ORAL
63629-2071-1,Propanolol,60 mg/1,ORAL
63629-2072-1,Propanolol,80 mg/1,ORAL
53002-4951-0,Propanolol,40 mg/1,ORAL
53002-4951-3,Propanolol,40 mg/1,ORAL
0378-0182-01,Propanolol,10 mg/1,ORAL
0378-0182-10,Propanolol,10 mg/1,ORAL
0378-0183-01,Propanolol,20 mg/1,ORAL
0378-0183-10,Propanolol,20 mg/1,ORAL
0378-0184-01,Propanolol,40 mg/1,ORAL
0378-0184-10,Propanolol,40 mg/1,ORAL
0378-0185-01,Propanolol,80 mg/1,ORAL
0378-0185-05,Propanolol,80 mg/1,ORAL
0378-0187-01,Propanolol,60 mg/1,ORAL
0615-8134-39,Propanolol,20 mg/1,ORAL
63187-839-30,Propanolol,10 mg/1,ORAL
63187-839-60,Propanolol,10 mg/1,ORAL
0904-6705-06,Propanolol,20 mg/1,ORAL
51991-819-01,Propanolol,120 mg/1,ORAL
71610-339-60,Propanolol,20 mg/1,ORAL
71335-0907-2,Propanolol,120 mg/1,ORAL
62559-530-01,Propanolol,60 mg/1,ORAL
70518-0309-0,Propanolol,10 mg/1,ORAL
61919-808-30,Propanolol,40 mg/1,ORAL
68382-161-05,Propanolol,60 mg/1,ORAL
68382-162-10,Propanolol,80 mg/1,ORAL
68382-163-01,Propanolol,120 mg/1,ORAL
68382-163-16,Propanolol,120 mg/1,ORAL
68382-164-01,Propanolol,160 mg/1,ORAL
70518-3377-0,Propanolol,40 mg/1,ORAL
0615-8426-39,Propanolol,20 mg/1,ORAL
60687-226-01,Propanolol,80 mg/1,ORAL
70518-1041-0,Propanolol,10 mg/1,ORAL
71335-0832-1,Propanolol,80 mg/1,ORAL
71335-0832-2,Propanolol,80 mg/1,ORAL
71335-0832-3,Propanolol,80 mg/1,ORAL
71335-0832-4,Propanolol,80 mg/1,ORAL
50090-3296-6,Propanolol,20 mg/1,ORAL
50268-700-15,Propanolol,10 mg/1,ORAL
50268-701-15,Propanolol,20 mg/1,ORAL
0143-9872-10,Propanolol,1 mg/mL,INTRAVENOUS
70518-3281-0,Propanolol,10 mg/1,ORAL
55289-233-60,Propanolol,20 mg/1,ORAL
68382-163-77,Propanolol,120 mg/1,ORAL
65841-745-10,Propanolol,60 mg/1,ORAL
65841-745-16,Propanolol,60 mg/1,ORAL
65841-745-77,Propanolol,60 mg/1,ORAL
65841-746-10,Propanolol,80 mg/1,ORAL
65841-746-77,Propanolol,80 mg/1,ORAL
65841-747-05,Propanolol,120 mg/1,ORAL
65841-748-10,Propanolol,160 mg/1,ORAL
71335-0234-5,Propanolol,60 mg/1,ORAL
71335-0234-6,Propanolol,60 mg/1,ORAL
68788-7860-3,Propanolol,10 mg/1,ORAL
51991-818-01,Propanolol,80 mg/1,ORAL
51991-820-05,Propanolol,160 mg/1,ORAL
60687-587-01,Propanolol,10 mg/1,ORAL
60687-598-01,Propanolol,20 mg/1,ORAL
60687-609-01,Propanolol,40 mg/1,ORAL
71335-0082-1,Propanolol,20 mg/1,ORAL
71335-0082-2,Propanolol,20 mg/1,ORAL
71335-0082-3,Propanolol,20 mg/1,ORAL
71335-0082-4,Propanolol,20 mg/1,ORAL
71335-0082-5,Propanolol,20 mg/1,ORAL
71335-0082-6,Propanolol,20 mg/1,ORAL
71335-0082-7,Propanolol,20 mg/1,ORAL
71335-0472-1,Propanolol,40 mg/1,ORAL
71335-0472-2,Propanolol,40 mg/1,ORAL
71335-0472-3,Propanolol,40 mg/1,ORAL
71335-0472-4,Propanolol,40 mg/1,ORAL
71335-0472-5,Propanolol,40 mg/1,ORAL
71335-0472-6,Propanolol,40 mg/1,ORAL
71335-0472-7,Propanolol,40 mg/1,ORAL
71335-0554-1,Propanolol,10 mg/1,ORAL
71335-0554-2,Propanolol,10 mg/1,ORAL
71335-0554-3,Propanolol,10 mg/1,ORAL
71335-0554-4,Propanolol,10 mg/1,ORAL
42291-522-10,Propanolol,60 mg/1,ORAL
50090-1501-0,Propanolol,80 mg/1,ORAL
50268-702-15,Propanolol,40 mg/1,ORAL
72189-018-30,Propanolol,80 mg/1,ORAL
72189-074-30,Propanolol,10 mg/1,ORAL
68382-161-10,Propanolol,60 mg/1,ORAL
68382-162-77,Propanolol,80 mg/1,ORAL
50090-2829-0,Propanolol,20 mg/1,ORAL
65841-747-01,Propanolol,120 mg/1,ORAL
51991-817-05,Propanolol,60 mg/1,ORAL
51991-818-05,Propanolol,80 mg/1,ORAL
51991-820-01,Propanolol,160 mg/1,ORAL
71335-1712-8,Propanolol,20 mg/1,ORAL
70518-0287-1,Propanolol,20 mg/1,ORAL
62559-532-01,Propanolol,120 mg/1,ORAL
0615-8413-39,Propanolol,40 mg/1,ORAL
52584-872-10,Propanolol,1 mg/mL,INTRAVENOUS
70518-0833-0,Propanolol,80 mg/1,ORAL
70934-922-90,Propanolol,10 mg/1,ORAL
55700-940-30,Propanolol,60 mg/1,ORAL
0904-6705-61,Propanolol,20 mg/1,ORAL
71335-0955-1,Propanolol,80 mg/1,ORAL
62559-533-01,Propanolol,160 mg/1,ORAL
0228-2778-11,Propanolol,60 mg/1,ORAL
0228-2779-11,Propanolol,80 mg/1,ORAL
0228-2780-11,Propanolol,120 mg/1,ORAL
0228-2781-11,Propanolol,160 mg/1,ORAL
65841-745-01,Propanolol,60 mg/1,ORAL
65841-746-16,Propanolol,80 mg/1,ORAL
65841-747-16,Propanolol,120 mg/1,ORAL
65841-747-77,Propanolol,120 mg/1,ORAL
70518-0164-0,Propanolol,40 mg/1,ORAL
70518-1463-0,Propanolol,120 mg/1,ORAL
55289-233-30,Propanolol,20 mg/1,ORAL
50090-3296-1,Propanolol,20 mg/1,ORAL
60687-215-01,Propanolol,60 mg/1,ORAL
50090-3953-1,Propanolol,20 mg/1,ORAL
50090-3953-6,Propanolol,20 mg/1,ORAL
62559-531-01,Propanolol,80 mg/1,ORAL
71335-1994-1,Propanolol,10 mg/1,ORAL
71335-1994-2,Propanolol,10 mg/1,ORAL
71335-1994-3,Propanolol,10 mg/1,ORAL
71335-1994-4,Propanolol,10 mg/1,ORAL
71335-1994-5,Propanolol,10 mg/1,ORAL
71335-1994-6,Propanolol,10 mg/1,ORAL
60429-128-05,Propanolol,120 mg/1,ORAL
60429-129-05,Propanolol,160 mg/1,ORAL
0603-5482-21,Propanolol,10 mg/1,ORAL
0603-5482-32,Propanolol,10 mg/1,ORAL
0603-5483-21,Propanolol,20 mg/1,ORAL
0603-5483-32,Propanolol,20 mg/1,ORAL
0603-5484-21,Propanolol,40 mg/1,ORAL
0603-5484-32,Propanolol,40 mg/1,ORAL
0603-5485-21,Propanolol,60 mg/1,ORAL
0603-5486-21,Propanolol,80 mg/1,ORAL
0603-5486-28,Propanolol,80 mg/1,ORAL
51407-235-01,Propanolol,10 mg/1,ORAL
51407-235-10,Propanolol,10 mg/1,ORAL
51407-236-01,Propanolol,20 mg/1,ORAL
51407-236-10,Propanolol,20 mg/1,ORAL
51407-237-01,Propanolol,40 mg/1,ORAL
51407-237-10,Propanolol,40 mg/1,ORAL
51407-238-01,Propanolol,80 mg/1,ORAL
51407-238-05,Propanolol,80 mg/1,ORAL
51407-239-01,Propanolol,60 mg/1,ORAL
71335-0234-4,Propanolol,60 mg/1,ORAL
51655-348-26,Propanolol,10 mg/1,ORAL
0615-8417-39,Propanolol,10 mg/1,ORAL
72189-322-30,Propanolol,10 mg/1,ORAL
51662-1338-1,Propanolol,1 mg/mL,INTRAVENOUS
0591-5554-01,Propanolol,10 mg/1,ORAL
0591-5554-10,Propanolol,10 mg/1,ORAL
0591-5555-01,Propanolol,20 mg/1,ORAL
0591-5555-10,Propanolol,20 mg/1,ORAL
0591-5556-01,Propanolol,40 mg/1,ORAL
0591-5556-10,Propanolol,40 mg/1,ORAL
0591-5557-01,Propanolol,80 mg/1,ORAL
0591-5557-05,Propanolol,80 mg/1,ORAL
50090-0146-1,Propanolol,10 mg/1,ORAL
50090-0146-5,Propanolol,10 mg/1,ORAL
72189-322-90,Propanolol,10 mg/1,ORAL
68071-4677-9,Propanolol,20 mg/1,ORAL
68071-4794-3,Propanolol,40 mg/1,ORAL
53808-1126-1,Propanolol,20 mg/1,ORAL
0904-6550-61,Propanolol,10 mg/1,ORAL
71335-0234-2,Propanolol,60 mg/1,ORAL
68071-5071-1,Propanolol,80 mg/1,ORAL
63629-1968-1,Propanolol,60 mg/1,ORAL
68788-6855-3,Propanolol,60 mg/1,ORAL
68071-4573-3,Propanolol,20 mg/1,ORAL
68071-4573-6,Propanolol,20 mg/1,ORAL
68071-4573-9,Propanolol,20 mg/1,ORAL
60760-262-60,Propanolol,20 mg/1,ORAL
60760-538-30,Propanolol,80 mg/1,ORAL
53002-4561-0,Propanolol,10 mg/1,ORAL
53002-4561-1,Propanolol,10 mg/1,ORAL
53002-4561-3,Propanolol,10 mg/1,ORAL
42291-525-01,Propanolol,160 mg/1,ORAL
17856-3728-1,Propanolol,20 mg/5mL,ORAL
70518-3053-0,Propanolol,20 mg/1,ORAL
43353-084-60,Propanolol,40 mg/1,ORAL
71335-0234-1,Propanolol,60 mg/1,ORAL
71335-0661-1,Propanolol,20 mg/1,ORAL
71335-0661-2,Propanolol,20 mg/1,ORAL
71335-0661-3,Propanolol,20 mg/1,ORAL
71335-0661-4,Propanolol,20 mg/1,ORAL
71335-0661-5,Propanolol,20 mg/1,ORAL
71335-0661-6,Propanolol,20 mg/1,ORAL
71335-0955-3,Propanolol,80 mg/1,ORAL
60429-126-05,Propanolol,60 mg/1,ORAL
0615-8186-39,Propanolol,10 mg/1,ORAL
63629-2276-1,Propanolol,20 mg/1,ORAL
71335-0907-1,Propanolol,120 mg/1,ORAL
0404-9944-01,Propanolol,1 mg/mL,INTRAVENOUS
63629-3587-1,Propanolol,80 mg/1,ORAL
63629-3587-2,Propanolol,80 mg/1,ORAL
63629-3587-3,Propanolol,80 mg/1,ORAL
63629-3587-4,Propanolol,80 mg/1,ORAL
60429-127-05,Propanolol,80 mg/1,ORAL
43063-647-30,Propanolol,40 mg/1,ORAL
43063-647-90,Propanolol,40 mg/1,ORAL
71205-590-30,Propanolol,20 mg/1,ORAL
71205-590-60,Propanolol,20 mg/1,ORAL
71205-590-90,Propanolol,20 mg/1,ORAL
71335-0955-4,Propanolol,80 mg/1,ORAL
69238-2077-1,Propanolol,10 mg/1,ORAL
69238-2077-7,Propanolol,10 mg/1,ORAL
69238-2078-1,Propanolol,20 mg/1,ORAL
69238-2078-7,Propanolol,20 mg/1,ORAL
69238-2079-1,Propanolol,40 mg/1,ORAL
69238-2079-7,Propanolol,40 mg/1,ORAL
69238-2080-1,Propanolol,60 mg/1,ORAL
69238-2081-1,Propanolol,80 mg/1,ORAL
69238-2081-5,Propanolol,80 mg/1,ORAL
68071-2484-3,Propanolol,40 mg/1,ORAL
68071-2484-9,Propanolol,40 mg/1,ORAL
50090-0420-0,Propanolol,80 mg/1,ORAL
66267-261-90,Propanolol,10 mg/1,ORAL
63629-2274-1,Propanolol,10 mg/1,ORAL
63629-2275-1,Propanolol,10 mg/1,ORAL
63629-2277-1,Propanolol,20 mg/1,ORAL
63629-2278-1,Propanolol,40 mg/1,ORAL
63629-2279-1,Propanolol,40 mg/1,ORAL
63629-2280-1,Propanolol,60 mg/1,ORAL
63629-2281-1,Propanolol,80 mg/1,ORAL
63629-2282-1,Propanolol,80 mg/1,ORAL
63187-839-03,Propanolol,10 mg/1,ORAL
71335-0731-1,Propanolol,60 mg/1,ORAL
42291-523-10,Propanolol,80 mg/1,ORAL
71335-0907-4,Propanolol,120 mg/1,ORAL
0527-4118-41,Propanolol,120 mg/1,ORAL
71335-0955-2,Propanolol,80 mg/1,ORAL
71335-0907-3,Propanolol,120 mg/1,ORAL
68382-162-01,Propanolol,80 mg/1,ORAL
68382-163-10,Propanolol,120 mg/1,ORAL
43353-961-60,Propanolol,20 mg/1,ORAL
65841-746-01,Propanolol,80 mg/1,ORAL
65841-748-01,Propanolol,160 mg/1,ORAL
65841-748-16,Propanolol,160 mg/1,ORAL
68788-7350-1,Propanolol,40 mg/1,ORAL
68788-7350-3,Propanolol,40 mg/1,ORAL
68788-7350-6,Propanolol,40 mg/1,ORAL
68788-7350-9,Propanolol,40 mg/1,ORAL
60687-306-01,Propanolol,20 mg/1,ORAL
60760-545-60,Propanolol,20 mg/1,ORAL
68788-7791-3,Propanolol,20 mg/1,ORAL
0615-8187-39,Propanolol,40 mg/1,ORAL
71610-339-45,Propanolol,20 mg/1,ORAL
69292-530-01,Propanolol,10 mg/1,ORAL
69292-530-10,Propanolol,10 mg/1,ORAL
69292-532-01,Propanolol,20 mg/1,ORAL
69292-532-10,Propanolol,20 mg/1,ORAL
69292-534-01,Propanolol,40 mg/1,ORAL
69292-534-10,Propanolol,40 mg/1,ORAL
69292-536-01,Propanolol,60 mg/1,ORAL
69292-536-10,Propanolol,60 mg/1,ORAL
69292-538-01,Propanolol,80 mg/1,ORAL
69292-538-10,Propanolol,80 mg/1,ORAL
69292-538-50,Propanolol,80 mg/1,ORAL
70518-3141-0,Propanolol,80 mg/1,ORAL
63187-839-90,Propanolol,10 mg/1,ORAL
51655-426-26,Propanolol,20 mg/1,ORAL
51655-426-52,Propanolol,20 mg/1,ORAL
55289-233-90,Propanolol,20 mg/1,ORAL
63629-2882-1,Propanolol,20 mg/1,ORAL
71872-7096-1,Propanolol,1 mg/mL,INTRAVENOUS
70518-0164-1,Propanolol,40 mg/1,ORAL
68071-2424-1,Propanolol,80 mg/1,ORAL
70518-0833-2,Propanolol,80 mg/1,ORAL
70518-1761-0,Propanolol,20 mg/1,ORAL
68382-164-05,Propanolol,160 mg/1,ORAL
68382-164-10,Propanolol,160 mg/1,ORAL
68382-164-16,Propanolol,160 mg/1,ORAL
70518-1831-0,Propanolol,80 mg/1,ORAL
70518-2429-0,Propanolol,40 mg/1,ORAL
70518-2464-0,Propanolol,20 mg/1,ORAL
70518-3102-0,Propanolol,10 mg/1,ORAL
70518-3377-1,Propanolol,40 mg/1,ORAL
55289-233-01,Propanolol,20 mg/1,ORAL
68382-161-01,Propanolol,60 mg/1,ORAL
68382-161-16,Propanolol,60 mg/1,ORAL
0121-0908-40,Propanolol,20 mg/5mL,ORAL
71205-185-30,Propanolol,10 mg/1,ORAL
71205-185-60,Propanolol,10 mg/1,ORAL
71205-185-90,Propanolol,10 mg/1,ORAL
71205-446-30,Propanolol,10 mg/1,ORAL
71205-446-60,Propanolol,10 mg/1,ORAL
71205-446-90,Propanolol,10 mg/1,ORAL
71335-0731-2,Propanolol,60 mg/1,ORAL
71205-499-30,Propanolol,10 mg/1,ORAL
71205-499-60,Propanolol,10 mg/1,ORAL
71205-499-90,Propanolol,10 mg/1,ORAL
42291-523-01,Propanolol,80 mg/1,ORAL
65841-745-05,Propanolol,60 mg/1,ORAL
65841-746-05,Propanolol,80 mg/1,ORAL
65841-748-05,Propanolol,160 mg/1,ORAL
65841-748-77,Propanolol,160 mg/1,ORAL
71335-0661-7,Propanolol,20 mg/1,ORAL
71335-0907-5,Propanolol,120 mg/1,ORAL
71335-0731-4,Propanolol,60 mg/1,ORAL
71335-1120-1,Propanolol,20 mg/1,ORAL
71335-1120-2,Propanolol,20 mg/1,ORAL
71335-1120-3,Propanolol,20 mg/1,ORAL
71335-1120-4,Propanolol,20 mg/1,ORAL
71335-1120-5,Propanolol,20 mg/1,ORAL
71335-1120-6,Propanolol,20 mg/1,ORAL
71335-1120-7,Propanolol,20 mg/1,ORAL
68382-162-16,Propanolol,80 mg/1,ORAL
68382-164-77,Propanolol,160 mg/1,ORAL
71335-1140-1,Propanolol,10 mg/1,ORAL
71335-1140-2,Propanolol,10 mg/1,ORAL
71335-1140-3,Propanolol,10 mg/1,ORAL
71335-1140-4,Propanolol,10 mg/1,ORAL
51991-817-01,Propanolol,60 mg/1,ORAL
51991-819-05,Propanolol,120 mg/1,ORAL
42291-524-10,Propanolol,120 mg/1,ORAL
42291-525-10,Propanolol,160 mg/1,ORAL
71335-0234-3,Propanolol,60 mg/1,ORAL
71335-0731-3,Propanolol,60 mg/1,ORAL
53002-3600-1,Propanolol,20 mg/1,ORAL
53002-3600-3,Propanolol,20 mg/1,ORAL
53002-4560-0,Propanolol,10 mg/1,ORAL
53002-4560-3,Propanolol,10 mg/1,ORAL
53002-4950-0,Propanolol,40 mg/1,ORAL
53002-4950-3,Propanolol,40 mg/1,ORAL
60687-295-01,Propanolol,40 mg/1,ORAL
0054-3727-63,Propanolol,20 mg/5mL,ORAL
0054-3730-63,Propanolol,40 mg/5mL,ORAL
61919-489-30,Propanolol,80 mg/1,ORAL
70515-105-10,Sotalol,80 mg/1,ORAL
70515-109-10,Sotalol,120 mg/1,ORAL
13672-051-00,Sotalol,80 mg/80mg,ORAL
13672-052-00,Sotalol,120 mg/120mg,ORAL
13672-053-00,Sotalol,160 mg/160mg,ORAL
70515-106-10,Sotalol,160 mg/1,ORAL
70515-116-06,Sotalol,160 mg/1,ORAL
70515-119-06,Sotalol,120 mg/1,ORAL
13672-054-00,Sotalol,80 mg/80mg,ORAL
13672-055-00,Sotalol,120 mg/120mg,ORAL
13672-056-00,Sotalol,160 mg/160mg,ORAL
70515-115-06,Sotalol,80 mg/1,ORAL
0245-0012-01,Sotalol,80 mg/1,ORAL
0245-0012-11,Sotalol,80 mg/1,ORAL
0245-0013-01,Sotalol,120 mg/1,ORAL
0245-0013-11,Sotalol,120 mg/1,ORAL
0245-0014-01,Sotalol,160 mg/1,ORAL
0245-0014-11,Sotalol,160 mg/1,ORAL
0245-0015-01,Sotalol,240 mg/1,ORAL
0245-0015-11,Sotalol,240 mg/1,ORAL
71610-385-80,Sotalol,80 mg/1,ORAL
76385-116-01,Sotalol,160 mg/1,ORAL
10135-661-50,Sotalol,80 mg/1,ORAL
10135-663-01,Sotalol,160 mg/1,ORAL
10135-661-01,Sotalol,80 mg/1,ORAL
10135-662-01,Sotalol,120 mg/1,ORAL
76385-115-50,Sotalol,120 mg/1,ORAL
76385-115-01,Sotalol,120 mg/1,ORAL
76385-114-01,Sotalol,80 mg/1,ORAL
76385-114-50,Sotalol,80 mg/1,ORAL
76385-116-50,Sotalol,160 mg/1,ORAL
71335-1189-1,Sotalol,80 mg/1,ORAL
71335-1189-2,Sotalol,80 mg/1,ORAL
71335-1189-3,Sotalol,80 mg/1,ORAL
60505-0082-1,Sotalol,240 mg/1,ORAL
71335-0260-3,Sotalol,80 mg/1,ORAL
69724-112-10,Sotalol,15 mg/mL,INTRAVENOUS
50090-1299-0,Sotalol,80 mg/1,ORAL
71610-294-30,Sotalol,80 mg/1,ORAL
71610-294-60,Sotalol,80 mg/1,ORAL
10135-715-01,Sotalol,80 mg/1,ORAL
10135-716-01,Sotalol,120 mg/1,ORAL
10135-717-01,Sotalol,160 mg/1,ORAL
71610-474-80,Sotalol,80 mg/1,ORAL
60429-748-05,Sotalol,80 mg/1,ORAL
50090-1299-1,Sotalol,80 mg/1,ORAL
70518-3341-0,Sotalol,120 mg/1,ORAL
60429-750-01,Sotalol,160 mg/1,ORAL
71335-0260-2,Sotalol,80 mg/1,ORAL
72789-135-01,Sotalol,160 mg/1,ORAL
72789-136-01,Sotalol,240 mg/1,ORAL
72789-137-01,Sotalol,80 mg/1,ORAL
72789-138-01,Sotalol,120 mg/1,ORAL
63187-426-60,Sotalol,80 mg/1,ORAL
63629-2421-1,Sotalol,160 mg/1,ORAL
63629-2422-1,Sotalol,80 mg/1,ORAL
63629-2423-1,Sotalol,120 mg/1,ORAL
63187-804-30,Sotalol,80 mg/1,ORAL
71610-474-60,Sotalol,80 mg/1,ORAL
55154-8179-0,Sotalol,80 mg/1,ORAL
63187-804-90,Sotalol,80 mg/1,ORAL
60505-0080-1,Sotalol,80 mg/1,ORAL
60505-0224-1,Sotalol,160 mg/1,ORAL
60505-0080-0,Sotalol,80 mg/1,ORAL
71610-074-60,Sotalol,80 mg/1,ORAL
71335-1917-1,Sotalol,80 mg/1,ORAL
71335-1917-2,Sotalol,80 mg/1,ORAL
71335-1917-3,Sotalol,80 mg/1,ORAL
60429-748-01,Sotalol,80 mg/1,ORAL
50268-724-15,Sotalol,80 mg/1,ORAL
50268-725-15,Sotalol,120 mg/1,ORAL
63187-426-30,Sotalol,80 mg/1,ORAL
63187-426-90,Sotalol,80 mg/1,ORAL
71335-0260-1,Sotalol,80 mg/1,ORAL
42806-123-01,Sotalol,160 mg/1,ORAL
76385-125-01,Sotalol,80 mg/1,ORAL
76385-125-50,Sotalol,80 mg/1,ORAL
76385-126-01,Sotalol,120 mg/1,ORAL
76385-126-50,Sotalol,120 mg/1,ORAL
76385-127-01,Sotalol,160 mg/1,ORAL
76385-127-50,Sotalol,160 mg/1,ORAL
60505-0081-1,Sotalol,160 mg/1,ORAL
60505-0159-0,Sotalol,120 mg/1,ORAL
